eFG%,TS%,AST-TOV_R,STLR,location_numeric,OP_eFG%,OP_TS%,OP_AST-TOV_R,OP_STLR,3P%,2P%,OP_3P%,OP_2P%,win
59.32203389830509,61.48726851851851,0.8,4.0409482758620685,1,50.74626865671642,55.73248407643312,1.3636363636363635,12.122844827586205,31.57894736842105,65.0,34.78260869565217,50.0,1
50.74626865671642,55.73248407643312,1.3636363636363635,12.122844827586205,0,59.32203389830509,61.48726851851851,0.8,4.0409482758620685,34.78260869565217,50.0,31.57894736842105,65.0,0
45.37037037037037,52.24578914535246,1.7777777777777777,7.458233890214797,1,47.5,51.594746716697934,1.5454545454545454,7.458233890214797,50.0,35.0,26.923076923076923,52.94117647058823,1
47.5,51.594746716697934,1.5454545454545454,7.458233890214797,0,45.37037037037037,52.24578914535246,1.7777777777777777,7.458233890214797,26.923076923076923,52.94117647058823,50.0,35.0,0
52.20588235294117,54.375970999482135,1.9,11.199601791936288,1,73.4375,76.24510352546166,1.6666666666666667,4.977600796416128,37.5,50.0,54.54545454545455,69.04761904761905,0
73.4375,76.24510352546166,1.6666666666666667,4.977600796416128,0,52.20588235294117,54.375970999482135,1.9,11.199601791936288,54.54545454545455,69.04761904761905,37.5,50.0,1
49.193548387096776,50.095419847328245,1.1333333333333333,4.486987735566856,1,46.875,50.11621150493899,1.818181818181818,14.956625785222856,47.36842105263158,39.53488372093023,38.095238095238095,41.86046511627907,0
46.875,50.11621150493899,1.818181818181818,14.956625785222856,0,49.193548387096776,50.095419847328245,1.1333333333333333,4.486987735566856,38.095238095238095,41.86046511627907,47.36842105263158,39.53488372093023,1
58.45070422535211,62.03007518796993,3.2222222222222223,7.876082961407193,1,60.0,64.18740074113288,1.25,3.9380414807035966,40.90909090909091,57.142857142857146,41.66666666666666,58.53658536585366,1
60.0,64.18740074113288,1.25,3.9380414807035966,0,58.45070422535211,62.03007518796993,3.2222222222222223,7.876082961407193,41.66666666666666,58.53658536585366,40.90909090909091,57.142857142857146,0
53.333333333333336,57.377049180327866,1.3,7.030371203599549,1,46.26865671641791,51.32360886007563,0.6,7.030371203599549,33.333333333333336,56.66666666666666,26.08695652173913,50.0,1
46.26865671641791,51.32360886007563,0.6,7.030371203599549,0,53.333333333333336,57.377049180327866,1.3,7.030371203599549,26.08695652173913,50.0,33.333333333333336,56.66666666666666,0
56.14035087719298,55.80357142857143,1.0625,5.719187875321705,1,50.84745762711864,56.01596071209331,1.0909090909090908,12.868172719473836,33.333333333333336,58.97435897435897,21.05263157894737,60.0,0
50.84745762711864,56.01596071209331,1.0909090909090908,12.868172719473836,0,56.14035087719298,55.80357142857143,1.0625,5.719187875321705,21.05263157894737,60.0,33.333333333333336,58.97435897435897,1
52.30769230769231,55.89978448275863,1.6,8.285004142502073,1,42.74193548387097,47.376093294460645,1.25,5.5233360950013815,41.66666666666666,46.34146341463415,29.166666666666668,42.10526315789474,1
42.74193548387097,47.376093294460645,1.25,5.5233360950013815,0,52.30769230769231,55.89978448275863,1.6,8.285004142502073,29.166666666666668,42.10526315789474,41.66666666666666,46.34146341463415,0
57.75862068965517,65.32589547856723,2.333333333333333,2.9559562518474727,1,48.38709677419355,57.180851063829785,2.0,5.911912503694945,41.1764705882353,56.09756097560975,23.529411764705884,53.333333333333336,1
48.38709677419355,57.180851063829785,2.0,5.911912503694945,0,57.75862068965517,65.32589547856723,2.333333333333333,2.9559562518474727,23.529411764705884,53.333333333333336,41.1764705882353,56.09756097560975,0
58.65384615384615,60.5245460659045,1.4615384615384617,13.82488479262673,1,56.48148148148148,61.118553248492965,1.3333333333333333,10.752688172043012,36.8421052631579,60.60606060606061,52.38095238095238,42.42424242424242,0
56.48148148148148,61.118553248492965,1.3333333333333333,10.752688172043012,0,58.65384615384615,60.5245460659045,1.4615384615384617,13.82488479262673,52.38095238095238,42.42424242424242,36.8421052631579,60.60606060606061,1
56.89655172413793,60.628742514970064,1.6363636363636365,2.8376844494892173,1,50.75757575757576,53.35365853658537,1.8,5.6753688989784346,37.03703703703704,58.064516129032256,36.0,48.78048780487805,1
50.75757575757576,53.35365853658537,1.8,5.6753688989784346,0,56.89655172413793,60.628742514970064,1.6363636363636365,2.8376844494892173,36.0,48.78048780487805,37.03703703703704,58.064516129032256,0
53.84615384615385,56.56108597285068,1.1428571428571428,14.55026455026455,1,57.5,60.01778304682869,0.9473684210526316,10.582010582010582,34.285714285714285,56.66666666666666,47.36842105263158,51.21951219512195,0
57.5,60.01778304682869,0.9473684210526316,10.582010582010582,0,53.84615384615385,56.56108597285068,1.1428571428571428,14.55026455026455,47.36842105263158,51.21951219512195,34.285714285714285,56.66666666666666,1
51.58730158730159,56.75601750547045,1.75,11.043622308117063,1,58.490566037735846,64.62895377128953,1.2857142857142858,9.66316951960243,26.923076923076923,59.45945945945946,53.333333333333336,50.0,0
58.490566037735846,64.62895377128953,1.2857142857142858,9.66316951960243,0,51.58730158730159,56.75601750547045,1.75,11.043622308117063,53.333333333333336,50.0,26.923076923076923,59.45945945945946,1
54.54545454545455,56.13362541073384,1.4166666666666667,6.657789613848203,1,52.05479452054794,56.21526023244063,2.2222222222222223,10.652463382157125,38.095238095238095,53.333333333333336,30.303030303030305,57.5,0
52.05479452054794,56.21526023244063,2.2222222222222223,10.652463382157125,0,54.54545454545455,56.13362541073384,1.4166666666666667,6.657789613848203,30.303030303030305,57.5,38.095238095238095,53.333333333333336,1
59.32203389830509,63.88415672913118,1.6363636363636365,9.088548428979486,1,38.1578947368421,39.95157384987894,1.0,2.596728122565568,37.5,60.46511627906977,40.0,30.357142857142858,1
38.1578947368421,39.95157384987894,1.0,2.596728122565568,0,59.32203389830509,63.88415672913118,1.6363636363636365,9.088548428979486,40.0,30.357142857142858,37.5,60.46511627906977,0
46.21212121212121,51.53276955602536,1.6363636363636365,8.522727272727272,1,49.12280701754386,54.38021454112038,1.2307692307692308,9.943181818181817,29.166666666666668,47.61904761904762,25.0,57.57575757575758,1
49.12280701754386,54.38021454112038,1.2307692307692308,9.943181818181817,0,46.21212121212121,51.53276955602536,1.6363636363636365,8.522727272727272,25.0,57.57575757575758,29.166666666666668,47.61904761904762,0
57.93650793650794,60.00578368999422,1.7142857142857142,4.562043795620439,1,59.64912280701754,64.25948592411261,2.7142857142857144,6.082725060827252,50.0,48.78048780487805,44.44444444444444,53.333333333333336,0
59.64912280701754,64.25948592411261,2.7142857142857144,6.082725060827252,0,57.93650793650794,60.00578368999422,1.7142857142857142,4.562043795620439,44.44444444444444,53.333333333333336,50.0,48.78048780487805,1
56.0,54.18535127055306,1.588235294117647,6.248437890527367,1,54.91803278688525,63.04229934924078,1.5333333333333334,3.749062734316421,41.66666666666666,52.94117647058823,38.888888888888886,53.48837209302326,0
54.91803278688525,63.04229934924078,1.5333333333333334,3.749062734316421,0,56.0,54.18535127055306,1.588235294117647,6.248437890527367,38.888888888888886,53.48837209302326,41.66666666666666,52.94117647058823,1
57.54716981132076,65.41161455009572,1.8333333333333333,7.429420505200593,1,47.41379310344828,51.57766990291262,1.2142857142857142,4.457652303120356,47.36842105263158,50.0,26.923076923076923,53.125,1
47.41379310344828,51.57766990291262,1.2142857142857142,4.457652303120356,0,57.54716981132076,65.41161455009572,1.8333333333333333,7.429420505200593,26.923076923076923,53.125,47.36842105263158,50.0,0
54.83870967741935,60.68638392857142,0.8333333333333334,5.707762557077625,1,64.28571428571429,66.6855845629966,1.875,11.41552511415525,31.57894736842105,58.13953488372093,44.0,63.1578947368421,0
64.28571428571429,66.6855845629966,1.875,11.41552511415525,0,54.83870967741935,60.68638392857142,0.8333333333333334,5.707762557077625,44.0,63.1578947368421,31.57894736842105,58.13953488372093,1
55.64516129032258,62.94964028776978,2.111111111111111,12.221618685497011,1,59.83606557377049,63.50082827167311,1.4375,8.147745790331342,41.1764705882353,53.333333333333336,40.54054054054054,58.333333333333336,1
59.83606557377049,63.50082827167311,1.4375,8.147745790331342,0,55.64516129032258,62.94964028776978,2.111111111111111,12.221618685497011,40.54054054054054,58.333333333333336,41.1764705882353,53.333333333333336,0
