season,team,PTS40,OP_PTS40,PTS,OP_PTS,3P%,OP_3P%,2P%,OP_2P%,FT%,3PR,OP_3PR,FTR,OP_FTR,OREB%,DREB%,ASTR,OP_ASTR,TOVR,OP_TOVR,PFR,PFDR,AST-TOV_R_x,OP_AST-TOV_R_x,STLR,OP_STLR,BLKR,OP_BLKR,PACE,ORtg,DRtg,NETRtg,TS%,eFG%,OP_TS%,OP_eFG%,AST-TOV_R,OP_AST-TOV_R
2019,EFS,86.80745342,76.86956522,1747,1547,40.64272212,35.47169811,57.00416089,50.84306096,86.41975309,42.32,40.73789393,25.92,18.98539585,30.58637084,68.38440111,57.1884984,67.75862069,15.69044984,17.44161612,23.11539485,27.45828722,1.598214286,1.578313253,9.736484499,7.84522492,6.225680934,7.489597781,70.93763975,122.3714994,108.3621692,14.00933021,62.46054788,58.35344466,55.45884807,52.50149596,1.694930986,1.741175192
2019,CSK,83.30864198,76.79012346,1687,1555,39.61605585,34.13043478,50.4867872,50.25316456,77.13498623,44.3498452,36.8,28.09597523,31.52,33.14840499,71.80555556,58.30508475,55.05415162,17.70465905,16.61514157,28.59983385,27.03365247,1.323076923,1.25,8.852329525,8.307570785,7.721518987,7.788595271,72.52049383,114.8759993,105.8874801,8.98851921,58.56309391,55.25822209,55.10500934,51.02198299,1.563985606,1.406436388
2019,MTA,84.27329193,76.1242236,1696,1532,38.5518591,35.84158416,54.6997389,46.1430575,72.7520436,40.01566171,41.46141215,28.73923258,35.96059113,29.95658466,71.8579235,56.33116883,58.62745098,17.38721805,19.06552095,31.08216971,26.71858217,1.33976834,1.052816901,10.87540279,8.190118153,7.152875175,6.527415144,74.0173913,113.8560687,102.8464017,11.00966702,59.37705281,56.1849824,53.7754146,48.31027059,1.412703557,1.147857251
2019,OLY,81.0797546,82.84662577,1652,1688,35.09513742,41.43426295,56.23342175,50.71895425,73.55769231,38.54930725,39.62115233,33.90383048,27.78216259,29.86627043,72.21418234,57.96610169,53.3557047,16.98676676,15.95934135,27.94597112,29.17888161,1.379032258,1.364806867,8.01391819,8.698868462,4.967320261,5.570291777,71.65447853,113.153785,115.619606,-2.465820981,58.05655096,54.28734605,59.10356892,54.98924213,1.462718646,1.429938217
2019,RMD,84.35,77.4,1687,1548,40.0,37.57961783,54.25219941,48.76847291,80.17492711,45.08856683,36.71083398,27.61674718,22.75915822,27.94561934,70.37037037,64.47811448,49.38917976,17.0556553,16.98660406,25.27275238,29.62298025,1.550607287,1.150406504,8.424250794,7.80278967,9.60591133,5.278592375,72.41,116.4894352,106.8913134,9.598121806,61.22472418,57.704742,54.26173191,51.13694703,1.732527812,1.242431866
2019,ZAL,76.0,76.88888889,1539,1557,33.70288248,36.40256959,52.02702703,53.51123596,82.8042328,37.86733837,39.60983885,31.73803526,31.043257,33.88804841,67.54658385,57.72811918,60.79854809,18.51878436,18.94945377,30.4339712,31.36708824,1.201550388,1.268939394,8.32627514,8.68516631,4.775280899,8.513513514,68.79901235,110.4667021,111.7587103,-1.292008211,55.86214455,50.47347414,58.63335678,54.43893535,1.383039255,1.301192338
2019,MIL,77.3,79.35,1546,1587,39.34065934,34.62321792,46.63212435,51.48387097,80.50139276,37.08231459,38.7835703,29.25835371,28.35703002,26.86781609,70.62937063,56.77179963,53.77855888,16.50973095,14.76081877,29.10189862,27.5628559,1.296610169,1.450236967,6.855735732,8.674604396,6.838709677,6.476683938,71.473,108.152729,111.020945,-2.86821597,56.96826606,52.18710424,55.74350131,51.41953795,1.48596019,1.50949967
2019,PAO,86.82926829,84.14634146,1780,1725,36.24733475,37.54385965,56.22817229,52.04081633,76.38190955,35.31626506,42.09748892,29.96987952,26.14475628,29.84218077,66.04774536,56.96784074,61.09324759,14.02515222,16.55100901,26.32208662,25.45797772,1.763033175,1.526104418,8.308739465,7.44463056,7.397959184,5.704307334,73.38731707,118.31645,114.6606046,3.655845364,59.12213286,55.68788261,56.17853456,52.99795498,2.041675471,1.557651513
2019,BAS,73.7,79.4,1474,1588,32.44353183,40.6122449,50.46113307,51.94244604,69.85074627,39.08507223,41.35021097,26.88603531,29.36708861,33.69863014,71.22861586,48.79852126,63.92857143,20.09438057,18.83410584,28.70625796,28.21615112,0.919860627,1.330855019,9.732121603,9.171999496,11.07913669,7.246376812,71.413,103.2024981,111.1842382,-7.981740019,52.81644664,49.80504043,58.86888563,55.19356714,0.981158283,1.568932402
2019,FNR,78.86419753,79.65432099,1597,1613,41.05263158,37.4732334,53.1024531,53.98351648,78.40909091,40.66780822,39.07949791,30.1369863,32.71966527,27.39059968,65.33127889,63.58792185,65.49295775,18.81659807,19.38039127,29.66961718,30.23341039,1.34082397,1.352727273,8.38642386,9.302587811,4.67032967,6.349206349,70.07209877,112.5472177,113.6748041,-1.127586401,60.52736126,57.0383371,59.94260139,56.08854352,1.436879188,1.454033945
