season,team,PTS40,OP_PTS40,PTS,OP_PTS,3P%,OP_3P%,2P%,OP_2P%,FT%,3PR,OP_3PR,FTR,OP_FTR,OREB%,DREB%,ASTR,OP_ASTR,TOVR,OP_TOVR,PFR,PFDR,AST-TOV_R,OP_AST-TOV_R,STLR,OP_STLR,BLKR,OP_BLKR,PACE,ORtg,DRtg,NETRtg,eFG%,OP_eFG%,TS%,OP_TS%,game_id,round,location,OP_team,win,ORtg_home_avg,DRtg_home_avg,NETRtg_home_avg,eFG%_home_avg,TS%_home_avg,PACE_home_avg,OREB%_home_avg,DREB%_home_avg,AST-TOV_R_home_avg,home_win_pct,away_win_pct,win_pct,home_win_advantage,home_NETRtg_advantage,ORtg_away_avg,DRtg_away_avg,NETRtg_away_avg,eFG%_away_avg,TS%_away_avg,PACE_away_avg,OREB%_away_avg,DREB%_away_avg,AST-TOV_R_away_avg,home_win_pct_away_avg,away_win_pct_away_avg,win_pct_away_avg,home_win_advantage_away_avg,home_NETRtg_advantage_away_avg
2016,PAO,84.0,76.0,84,76,33.333333333333336,26.08695652173913,56.66666666666666,50.0,66.66666666666667,50.0,34.32835820895522,50.0,23.88059701492537,31.57894736842105,53.84615384615385,48.14814814814815,32.142857142857146,14.0607424071991,21.091113610798647,28.1214848143982,36.55793025871766,1.3,0.6,7.030371203599549,7.030371203599549,9.090909090909092,0.0,71.12,118.11023622047244,106.86164229471316,11.24859392575928,53.333333333333336,46.26865671641791,57.377049180327866,51.32360886007563,2016_1_PAO_ZAL,1,home_team,ZAL,True,108.31299942257904,104.02890830182356,4.284091120755491,52.209797657082,55.30615738715261,70.12179591836733,27.4582560296846,69.96124031007751,1.3660714285714286,93,33,63,60,6.672591742736273,112.2736610768716,114.2324781424681,-1.958817065596492,54.255319148936174,58.33118211243273,69.77000000000001,34.332988624612206,72.18124341412013,1.396088019559902,40,53,46,-13,-8.140258798500781
2016,ZAL,76.0,84.0,76,84,26.08695652173913,33.333333333333336,50.0,56.66666666666666,87.5,34.32835820895522,50.0,23.88059701492537,50.0,46.15384615384615,68.42105263157895,32.142857142857146,48.14814814814815,21.091113610798647,14.0607424071991,36.55793025871766,28.1214848143982,0.6,1.3,7.030371203599549,7.030371203599549,0.0,9.090909090909092,71.12,106.86164229471316,118.11023622047244,-11.24859392575928,46.26865671641791,53.333333333333336,51.32360886007563,57.377049180327866,2016_1_PAO_ZAL,1,away_team,PAO,False,112.2736610768716,114.2324781424681,-1.958817065596492,54.255319148936174,58.33118211243273,69.77000000000001,34.332988624612206,72.18124341412013,1.396088019559902,40,53,46,-13,-8.140258798500781,108.31299942257904,104.02890830182356,4.284091120755491,52.209797657082,55.30615738715261,70.12179591836733,27.4582560296846,69.96124031007751,1.3660714285714286,93,33,63,60,6.672591742736273
2016,RED,70.0,73.0,70,73,33.333333333333336,21.05263157894737,58.97435897435897,60.0,46.15384615384615,31.57894736842105,32.20338983050848,22.80701754385965,23.728813559322035,28.125,80.0,58.62068965517241,42.85714285714285,22.87675150128682,15.727766657134689,32.8853302830998,27.166142407778096,1.0625,1.0909090909090908,5.719187875321705,12.868172719473836,12.5,2.5641025641025643,69.94,100.08578781812984,104.37517872462112,-4.289390906491278,56.14035087719298,50.84745762711864,55.80357142857143,56.01596071209331,2016_1_RED_DAR,1,home_team,DAR,False,103.33632723326224,103.10242880131732,0.2338984319449082,49.94541484716157,53.76789017622433,70.96033195020746,26.456542502387773,71.32116004296455,1.3573407202216066,66,40,53,26,3.2656665059443384,111.4681096925115,111.13929520964274,0.3288144828687649,51.28608923884514,54.90310400355378,70.66755186721991,32.4032403240324,69.12350597609561,1.2805970149253731,73,33,53,40,-2.4173376188249875
2016,DAR,73.0,70.0,73,70,21.05263157894737,33.333333333333336,60.0,58.97435897435897,92.85714285714286,32.20338983050848,31.57894736842105,23.728813559322035,22.80701754385965,20.0,71.875,42.85714285714285,58.62068965517241,15.727766657134689,22.87675150128682,27.166142407778096,32.8853302830998,1.0909090909090908,1.0625,12.868172719473836,5.719187875321705,2.5641025641025643,12.5,69.94,104.37517872462112,100.08578781812984,4.289390906491278,50.84745762711864,56.14035087719298,56.01596071209331,55.80357142857143,2016_1_RED_DAR,1,away_team,RED,True,111.4681096925115,111.13929520964274,0.3288144828687649,51.28608923884514,54.90310400355378,70.66755186721991,32.4032403240324,69.12350597609561,1.2805970149253731,73,33,53,40,-2.4173376188249875,103.33632723326224,103.10242880131732,0.2338984319449082,49.94541484716157,53.76789017622433,70.96033195020746,26.456542502387773,71.32116004296455,1.3573407202216066,66,40,53,26,3.2656665059443384
2016,RMD,83.0,65.0,83,65,41.66666666666666,29.166666666666668,46.34146341463415,42.10526315789474,71.42857142857143,36.92307692307692,38.70967741935484,32.30769230769231,24.193548387096776,28.571428571428573,74.35897435897436,55.172413793103445,65.21739130434783,13.808340237503456,16.570008285004146,23.47417840375587,28.99751449875725,1.6,1.25,8.285004142502073,5.5233360950013815,5.2631578947368425,7.317073170731708,72.41999999999999,114.60922397127868,89.75421154377246,24.85501242750621,52.30769230769231,42.74193548387097,55.89978448275863,47.376093294460645,2016_1_RMD_OLY,1,home_team,OLY,True,118.16818738686024,107.56276399275906,10.605423394101194,56.67879417879418,60.01355818877457,72.91866666666667,33.83838383838384,70.9647495361781,1.6702702702702703,93,60,76,33,4.477090277504374,109.06071575176328,103.8828973392544,5.17781841250887,51.42857142857143,55.38604404351287,71.16215767634854,33.113207547169814,71.38836772983115,1.1875,73,53,63,20,-1.9566004915703128
2016,OLY,65.0,83.0,65,83,29.166666666666668,41.66666666666666,42.10526315789474,46.34146341463415,80.0,38.70967741935484,36.92307692307692,24.193548387096776,32.30769230769231,25.64102564102564,71.42857142857143,65.21739130434783,55.172413793103445,16.570008285004146,13.808340237503456,30.3783485225076,23.47417840375587,1.25,1.6,5.5233360950013815,8.285004142502073,7.317073170731708,5.2631578947368425,72.41999999999999,89.75421154377246,114.60922397127868,-24.85501242750621,42.74193548387097,52.30769230769231,47.376093294460645,55.89978448275863,2016_1_RMD_OLY,1,away_team,RMD,False,109.06071575176328,103.8828973392544,5.17781841250887,51.42857142857143,55.38604404351287,71.16215767634854,33.113207547169814,71.38836772983115,1.1875,73,53,63,20,-1.9566004915703128,118.16818738686024,107.56276399275906,10.605423394101194,56.67879417879418,60.01355818877457,72.91866666666667,33.83838383838384,70.9647495361781,1.6702702702702703,93,60,76,33,4.477090277504374
2016,BAM,89.0,86.0,89,86,41.1764705882353,23.529411764705884,56.09756097560975,53.333333333333336,95.65217391304348,29.310344827586206,27.41935483870968,39.6551724137931,48.38709677419355,25.925925925925927,52.77777777777778,70.0,50.0,13.301803133313628,10.345846881466157,36.94945314809341,31.037540644398465,2.333333333333333,2.0,2.9559562518474727,5.911912503694945,6.666666666666667,2.4390243902439024,67.66,131.54005320721254,127.10611882944131,4.433934377771209,57.75862068965517,48.38709677419355,65.32589547856723,57.180851063829785,2016_2_BAM_KAZ,2,home_team,KAZ,True,111.78160383517697,113.32052453879017,-1.5389207036132009,56.93593314763231,60.122200818685286,70.88793388429751,23.95273899033297,70.98039215686275,1.4586666666666666,40,26,33,14,14.91010062657054,108.32366999462624,114.31022616926398,-5.986556174637741,51.65929203539823,56.15725987761725,70.42058091286307,31.683168316831683,69.09827760891591,1.245382585751979,33,20,26,13,6.0356306072297485
2016,KAZ,86.0,89.0,86,89,23.529411764705884,41.1764705882353,53.333333333333336,56.09756097560975,86.66666666666667,27.41935483870968,29.310344827586206,48.38709677419355,39.6551724137931,47.22222222222222,74.07407407407408,50.0,70.0,10.345846881466157,13.301803133313628,31.037540644398465,36.94945314809341,2.0,2.333333333333333,5.911912503694945,2.9559562518474727,2.4390243902439024,6.666666666666667,67.66,127.10611882944131,131.54005320721254,-4.433934377771209,48.38709677419355,57.75862068965517,57.180851063829785,65.32589547856723,2016_2_BAM_KAZ,2,away_team,BAM,False,108.32366999462624,114.31022616926398,-5.986556174637741,51.65929203539823,56.15725987761725,70.42058091286307,31.683168316831683,69.09827760891591,1.245382585751979,33,20,26,13,6.0356306072297485,111.78160383517697,113.32052453879017,-1.5389207036132009,56.93593314763231,60.122200818685286,70.88793388429751,23.95273899033297,70.98039215686275,1.4586666666666666,40,26,33,14,14.91010062657054
2016,BAR,72.0,73.0,72,73,36.8421052631579,52.38095238095238,60.60606060606061,42.42424242424242,64.70588235294117,36.53846153846154,38.888888888888886,32.69230769230769,24.074074074074076,29.62962962962963,79.3103448275862,70.37037037037037,64.0,19.969278033794165,18.433179723502302,29.18586789554532,29.18586789554532,1.4615384615384617,1.3333333333333333,13.82488479262673,10.752688172043012,6.0606060606060606,9.090909090909092,65.1,110.59907834101384,112.1351766513057,-1.5360983102918624,58.65384615384615,56.48148148148148,60.5245460659045,61.118553248492965,2016_2_BAR_FNR,2,home_team,FNR,False,101.93587704847788,106.7446222992468,-4.808745250768922,51.89764232317424,55.190653935781896,69.72082987551866,28.629441624365484,71.3035019455253,1.1670428893905191,60,20,40,40,9.159562437123752,108.90900428775608,106.90805145307289,2.00095283468319,53.78917378917379,57.5401220273454,69.38842975206612,28.29015544041451,70.57057057057057,1.374331550802139,73,46,60,27,3.5570651401913125
2016,FNR,73.0,72.0,73,72,52.38095238095238,36.8421052631579,42.42424242424242,60.60606060606061,92.3076923076923,38.888888888888886,36.53846153846154,24.074074074074076,32.69230769230769,20.689655172413797,70.37037037037037,64.0,70.37037037037037,18.433179723502302,19.969278033794165,29.18586789554532,29.18586789554532,1.3333333333333333,1.4615384615384617,10.752688172043012,13.82488479262673,9.090909090909092,6.0606060606060606,65.1,112.1351766513057,110.59907834101384,1.5360983102918624,56.48148148148148,58.65384615384615,61.118553248492965,60.5245460659045,2016_2_BAR_FNR,2,away_team,BAR,True,108.90900428775608,106.90805145307289,2.00095283468319,53.78917378917379,57.5401220273454,69.38842975206612,28.29015544041451,70.57057057057057,1.374331550802139,73,46,60,27,3.5570651401913125,101.93587704847788,106.7446222992468,-4.808745250768922,51.89764232317424,55.190653935781896,69.72082987551866,28.629441624365484,71.3035019455253,1.1670428893905191,60,20,40,40,9.159562437123752
2016,CSK,81.0,77.0,81,77,37.03703703703704,36.0,58.064516129032256,48.78048780487805,75.0,46.55172413793103,37.87878787878788,34.48275862068966,21.21212121212121,24.13793103448276,68.42105263157895,64.28571428571429,62.06896551724138,15.607264472190694,14.188422247446086,24.120317820658347,34.05221339387061,1.6363636363636365,1.8,2.8376844494892173,5.6753688989784346,7.317073170731708,16.129032258064516,70.47999999999999,114.9262202043133,109.25085130533486,5.675368898978434,56.89655172413793,50.75757575757576,60.628742514970064,53.35365853658537,2016_2_CSK_PAO,2,home_team,PAO,True,116.12645767747084,105.83957788320843,10.286879794262404,57.454445057979015,62.32864976010966,74.56769714002314,30.439442658092176,69.86434108527132,1.4036697247706422,93,53,73,40,12.91960549830955,108.31299942257904,104.02890830182356,4.284091120755491,52.209797657082,55.30615738715261,70.12179591836733,27.4582560296846,69.96124031007751,1.3660714285714286,93,33,63,60,6.672591742736273
2016,PAO,77.0,81.0,77,81,36.0,37.03703703703704,48.78048780487805,58.064516129032256,71.42857142857143,37.87878787878788,46.55172413793103,21.21212121212121,34.48275862068966,31.57894736842105,75.86206896551724,62.06896551724138,64.28571428571429,14.188422247446086,15.607264472190694,34.05221339387061,22.701475595913735,1.8,1.6363636363636365,5.6753688989784346,2.8376844494892173,16.129032258064516,7.317073170731708,70.47999999999999,109.25085130533486,114.9262202043133,-5.675368898978434,50.75757575757576,56.89655172413793,53.35365853658537,60.628742514970064,2016_2_CSK_PAO,2,away_team,CSK,False,108.31299942257904,104.02890830182356,4.284091120755491,52.209797657082,55.30615738715261,70.12179591836733,27.4582560296846,69.96124031007751,1.3660714285714286,93,33,63,60,6.672591742736273,116.12645767747084,105.83957788320843,10.286879794262404,57.454445057979015,62.32864976010966,74.56769714002314,30.439442658092176,69.86434108527132,1.4036697247706422,93,53,73,40,12.91960549830955
2016,DAR,80.0,81.0,80,81,34.285714285714285,47.36842105263158,56.66666666666666,51.21951219512195,76.92307692307692,53.84615384615385,31.666666666666668,20.0,28.33333333333333,19.444444444444443,59.375,55.172413793103445,60.0,18.51851851851852,25.132275132275133,26.455026455026456,23.80952380952381,1.1428571428571428,0.9473684210526316,14.55026455026455,10.582010582010582,7.317073170731708,3.333333333333333,75.6,105.82010582010582,107.14285714285715,-1.32275132275133,53.84615384615385,57.5,56.56108597285068,60.01778304682869,2016_2_DAR_MIL,2,home_team,MIL,False,111.4681096925115,111.13929520964274,0.3288144828687649,51.28608923884514,54.90310400355378,70.66755186721991,32.4032403240324,69.12350597609561,1.2805970149253731,73,33,53,40,-2.4173376188249875,108.29905204793418,117.19728134501878,-8.898229297084598,52.46161990471149,56.431620347070776,74.23734439834026,32.53358925143954,67.75510204081633,1.227699530516432,40,13,26,27,3.879034402269284
2016,MIL,81.0,80.0,81,80,47.36842105263158,34.285714285714285,51.21951219512195,56.66666666666666,70.58823529411765,31.666666666666668,53.84615384615385,28.33333333333333,20.0,40.625,80.55555555555556,60.0,55.172413793103445,25.132275132275133,18.51851851851852,25.132275132275133,26.455026455026456,0.9473684210526316,1.1428571428571428,10.582010582010582,14.55026455026455,3.333333333333333,7.317073170731708,75.6,107.14285714285715,105.82010582010582,1.32275132275133,57.5,53.84615384615385,60.01778304682869,56.56108597285068,2016_2_DAR_MIL,2,away_team,DAR,True,108.29905204793418,117.19728134501878,-8.898229297084598,52.46161990471149,56.431620347070776,74.23734439834026,32.53358925143954,67.75510204081633,1.227699530516432,40,13,26,27,3.879034402269284,111.4681096925115,111.13929520964274,0.3288144828687649,51.28608923884514,54.90310400355378,70.66755186721991,32.4032403240324,69.12350597609561,1.2805970149253731,73,33,53,40,-2.4173376188249875
2016,GAL,83.0,85.0,83,85,26.923076923076923,53.333333333333336,59.45945945945946,50.0,78.26086956521739,41.26984126984127,28.30188679245283,36.507936507936506,54.71698113207548,35.294117647058826,73.33333333333333,72.41379310344827,66.66666666666667,16.565433462175594,19.32633903920486,30.36996134732192,31.750414135836557,1.75,1.2857142857142858,11.043622308117063,9.66316951960243,15.789473684210526,2.702702702702702,72.44,114.57758144671452,117.3384870237438,-2.7609055770292628,51.58730158730159,58.490566037735846,56.75601750547045,64.62895377128953,2016_2_GAL_RED,2,home_team,RED,False,109.4127637337514,115.47829008146468,-6.065526347713288,54.44858817261588,56.916370555911534,71.442,27.42409402546523,64.50381679389314,1.6277777777777778,53,20,36,33,13.966166846234389,103.33632723326224,103.10242880131732,0.2338984319449082,49.94541484716157,53.76789017622433,70.96033195020746,26.456542502387773,71.32116004296455,1.3573407202216066,66,40,53,26,3.2656665059443384
2016,RED,85.0,83.0,85,83,53.333333333333336,26.923076923076923,50.0,59.45945945945946,79.3103448275862,28.30188679245283,41.26984126984127,54.71698113207548,36.507936507936506,26.666666666666668,64.70588235294117,66.66666666666667,72.41379310344827,19.32633903920486,16.565433462175594,31.750414135836557,30.36996134732192,1.2857142857142858,1.75,9.66316951960243,11.043622308117063,2.702702702702702,15.789473684210526,72.44,117.3384870237438,114.57758144671452,2.7609055770292628,58.490566037735846,51.58730158730159,64.62895377128953,56.75601750547045,2016_2_GAL_RED,2,away_team,GAL,True,103.33632723326224,103.10242880131732,0.2338984319449082,49.94541484716157,53.76789017622433,70.96033195020746,26.456542502387773,71.32116004296455,1.3573407202216066,66,40,53,26,3.2656665059443384,109.4127637337514,115.47829008146468,-6.065526347713288,54.44858817261588,56.916370555911534,71.442,27.42409402546523,64.50381679389314,1.6277777777777778,53,20,36,33,13.966166846234389
2016,MTA,82.0,89.0,82,89,38.095238095238095,30.303030303030305,53.333333333333336,57.5,62.5,31.818181818181817,45.2054794520548,24.24242424242424,19.17808219178082,29.41176470588235,65.78947368421052,53.125,60.60606060606061,15.978695073235688,11.984021304926763,29.29427430093209,23.96804260985353,1.4166666666666667,2.2222222222222223,6.657789613848203,10.652463382157125,0.0,6.666666666666667,75.1,109.18774966711052,118.508655126498,-9.32090545938749,54.54545454545455,52.05479452054794,56.13362541073384,56.21526023244063,2016_2_MTA_RMD,2,home_team,RMD,False,105.83852504227212,113.43394247375514,-7.595417431483014,54.266958424507656,57.25172170918766,73.42273858921162,26.1569416498994,69.0497737556561,1.24,40,26,33,14,3.011527638023466,118.16818738686024,107.56276399275906,10.605423394101194,56.67879417879418,60.01355818877457,72.91866666666667,33.83838383838384,70.9647495361781,1.6702702702702703,93,60,76,33,4.477090277504374
2016,RMD,89.0,82.0,89,82,30.303030303030305,38.095238095238095,57.5,53.333333333333336,92.85714285714286,45.2054794520548,31.818181818181817,19.17808219178082,24.24242424242424,34.21052631578947,70.58823529411765,60.60606060606061,53.125,11.984021304926763,15.978695073235688,25.29960053262317,29.29427430093209,2.2222222222222223,1.4166666666666667,10.652463382157125,6.657789613848203,6.666666666666667,0.0,75.1,118.508655126498,109.18774966711052,9.32090545938749,52.05479452054794,54.54545454545455,56.21526023244063,56.13362541073384,2016_2_MTA_RMD,2,away_team,MTA,True,118.16818738686024,107.56276399275906,10.605423394101194,56.67879417879418,60.01355818877457,72.91866666666667,33.83838383838384,70.9647495361781,1.6702702702702703,93,60,76,33,4.477090277504374,105.83852504227212,113.43394247375514,-7.595417431483014,54.266958424507656,57.25172170918766,73.42273858921162,26.1569416498994,69.0497737556561,1.24,40,26,33,14,3.011527638023466
